FCLTY_ID,FCLTY_NM,LC_LA,LC_LO,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,SEARCH_MT,SEARCH_CO,RANK_CO,FILE_NM,BASE_DE
"KC594PO23N000004037","법성포단오제","126.4432807","35.3661605","전라남도","영광군","4687037022","법성면","4687037000","법성면","468703298026","전라남도 영광군 법성면 연우로 42","2024-07-01","227.0","180","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004038","불갑산상사화축제","126.548957","35.2014413","전라남도","영광군","4687033026","불갑면","4687033000","불갑면","468703298024","전라남도 영광군 불갑면 불갑사로 450","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004039","제16회 추억의 충장축제","126.9230951","35.1461414","광주광역시","동구","2911011800","서석동","2911065500","서남동","291103159007","광주광역시 동구 서남로 1","2024-07-01","60.0","247","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004040","세종축제","127.270076","36.49881773","세종특별자치시","0","3611031025","연기면","3611031000","연기면",,"세종특별자치시 다솜로 216","2024-07-01","5783.0","30","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004041","세종 조치원 복숭아  축제","127.287846","36.5998248","세종특별자치시","0","3611025028","조치원읍","3611025000","조치원읍","361104574153","세종특별자치시 조치원읍 문예회관길 22","2024-07-01","33026.0","10","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004042","진해군항제","128.659757","35.149423","경상남도","창원시 진해구","4812912500","통신동","4812951000","중앙동","481293331018","경상남도 창원시 진해구 백구로 40","2024-07-01","2133.0","56","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004043","진해군악의장페스티벌","128.6554537","35.14836103","경상남도","창원시 진해구","4812910300","도만동","4812951000","중앙동","481293331066","경상남도 창원시 진해구 충무로 43","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004044","마산가고파국화축제","128.564277","35.186741","경상남도","창원시 마산합포구","4812513500","월포동","4812556500","반월중앙동","481252329003","경상남도 창원시 마산합포구 해안대로 148","2024-07-01","80.0","229","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004045","창원진동불꽃낙화축제","128.4971451","35.10418825","경남","창원시 마산합포구","4812532025","진동면 요장리","4812532000","진동면","481254787014","경남 창원시 마산합포구 진동면 광암해안길 16-1","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004046","마산만날제","128.559","35.178438","경상남도","창원시 마산합포구","4812515800","해운동","4812553000","월영동","481253329001","경상남도 창원시 마산합포구 가포로 22-1","2024-07-01","22.0","269","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004047","동춘당문화제","127.4412933","36.36537889","대전광역시","대덕구","3023010700","송촌동","3023054300","송촌동","302303168007","대전광역시 대덕구 동춘당로 80","2024-07-01","14.0","283","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004048","2019 제주들불축제","126.3633602","33.3628158","제주특별자치도","제주시","5011025339","애월읍","5011025300","애월읍","501103349240","제주특별자치도 제주시 애월읍 평화로 1529","2024-07-01","317.0","168","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004049","2019 제주왕벚꽃축제","126.519961","33.504405","제주특별자치도","제주시","5011010600","삼도이동","5011056000","삼도2동","501103349092","제주특별자치도 제주시 서사로 87","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004050","제7회 월대천 축제","126.434694","33.49229666","제주특별자치도","제주시","5011012400","외도이동","5011067000","외도동","501104848519","제주특별자치도 제주시 월대4길 20","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004051","제19회 도두오래물축제","126.4670599","33.50637959","제주특별자치도","제주시","5011012700","도두일동","5011069000","도두동","501104847521","제주특별자치도 제주시 도두항길 22-2","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004052","추자도 참굴비 대축제","126.2956272","33.96267481","제주특별자치도","제주시","5011032021","추자면","5011032000","추자면","501103349195","제주특별자치도 제주시 추자면 추자로 37","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004053","제18회삼양검은모래축제","126.586391","33.525989","제주특별자치도","제주시","5011011300","삼양일동","5011061000","삼양동","501104847968","제주특별자치도 제주시 선사로8길 13-4","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004054","제16회 방선문축제","126.517844","33.452853","제주특별자치도","제주시","5011013400","오등동","5011063000","아라동","501104847030","제주특별자치도 제주시 거북새미길 50-82","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004055","산지천 축제","126.5278575","33.5141252","제주특별자치도","제주시","5011010100","일도일동","5011051000","일도1동","501104847162","제주특별자치도 제주시 관덕로17길 15","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004056","아트제주2019","126.4887056","33.4847577","제주특별자치도","제주시","5011013700","연동","5011065000","연동","501103349041","제주특별자치도 제주시 노연로 80","2024-07-01","18.0","274","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004057","선농대제","127.032154","37.5804827","서울특별시","동대문구","1123010300","제기동","1123054500","제기동","112304115270","서울특별시 동대문구 왕산로19길 52","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004058","세계거리춤축제","127.0641877","37.5620174","서울특별시","동대문구","1123010600","장안동","1123065000","장안제1동","112302000008","서울특별시 동대문구 천호대로405","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004059","청룡문화제","127.0386453","37.5731292","서울특별시","동대문구","1123010200","용두동","1123053600","용신동","112303100021","서울특별시 동대문구 청계천로 563","2024-07-01","24.0","265","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004060","제32회 함안아라문화제","128.4001528","35.28326216","경상남도","함안군","4873025024","가야읍","4873025000","가야읍","487302340001","경상남도 함안군 가야읍 함안대로 619","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004061","제28회 함안낙화놀이","128.4227474","35.25542023","경상남도","함안군","4873031023","함안면","4873031000","함안면","487304820087","경상남도 함안군 함안면 괴산4길 25","2024-07-01","7287.0","23","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004062","들노래축제","127.5955356","36.7640106","충청북도","증평군","4374525040","증평읍 남하리","4374525000","증평읍","437454532038","증평군 증평읍 둔덕길 89","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004063","인삼골축제","127.5760466","36.78700527","충청북도","증평군","4374525032","증평읍","4374525000","증평읍","437453244025","충청북도 증평군 증평읍 인삼로 29","2024-07-01","65.0","236","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004064","광산우리밀축제","126.7399623","35.1631672","광주광역시","광산구","2920011100","박호동","2920056500","어룡동","292003163010","광주광역시 광산구 박호등임로 95","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004065","제13회 전국 어울림 마라톤대회","129.160145","37.438232","강원도","삼척시","4223011900","성남동","4223057000","성내동","512303224037","강원도 삼척시 엑스포로 45","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004066","2019컬러풀대구페스티벌","128.60122","35.87155388","대구광역시","중구","2711010100","동인동1가","2711051700","동인동","271103007017","대구광역시 중구 동인동1가 공평로 88","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004067","대구국제재즈축제","128.5906996","35.8579242","대구광역시","중구","2711015600","남산동","2711064000","남산1동","271102007001","대구광역시 중구 중앙대로 273","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004068","대구국제오페라축제","128.5922335","35.8834639","대구광역시","북구","2723010200","칠성동2가","2723052600","칠성동","272303145054","대구광역시 북구 칠성동2가 호암로 15","2024-07-01","460.0","147","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004069","대구국제뮤지컬페스티벌","128.5959763","35.88368816","대구광역시","북구","2723010600","침산동","2723056000","침산2동","272303145054","대구광역시 북구 호암로 51","2024-07-01","3628.0","41","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004070","형형색색달구벌관등놀이","128.5897529","35.85619572","대구광역시","남구","2720010300","대명동","2720057100","대명2동","272004232318","대구광역시 남구 중앙대로51길 11","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004071","대구약령시한방문화축제","128.5899105","35.86851768","대구광역시","중구","2711013700","남성로","2711057500","성내2동",,"대구광역시 중구 달구벌대로415길 49","2024-07-01","65.0","236","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004072","대구포크페스티벌","128.6248352","35.87142055","대구광역시","동구","2714010200","신천동","2714057000","신천3동","271403007004","대구광역시 동구 동대구로 461","2024-07-01","24.0","265","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004073","대구치맥페스티벌","128.5616534","35.85074648","대구광역시","달서구","2729010200","두류동","2729055000","두류3동",,"대구광역시 달서구 공원순환로 7","2024-07-01","79182.0","7","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004074","대구국제호러페스티벌","128.690163","35.82976978","대구광역시","수성구","2726012700","대흥동","2726068000","고산2동","272603146023","대구광역시 수성구 유니버시아드로 180","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004075","정월대보름 행사","126.863871","37.516601","서울특별시","양천구","1147010100","신정동","1147067000","신정6동","114703114003","서울특별시 양천구 목동서로 363","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004076","천을산 해맞이","128.695676","35.849688","대구광역시","수성구","2726011400","시지동","2726068000","고산2동","272603146026","대구광역시 수성구 천을로 39-5","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004077","달집태우기","128.6730181","35.8712637","대구광역시","수성구","2726012500","고모동","2726068000","고산2동",,"대구광역시 수성구 팔현길 88-118","2024-07-01","515.0","137","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004078","상화문학제","128.6128683","35.8268576","대구광역시","수성구","2726010900","상동","2726062000","상동","272603146020","대구광역시 수성구 용학로 35-5","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004079","수성못 페스티벌","128.6209285","35.8292435","대구광역시","수성구","2726011100","두산동","2726064000","두산동","272603146011","대구광역시 수성구 무학로 112","2024-07-01","1242.0","81","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004080","수성 건강 축제","128.687326","35.83165878","대구광역시","수성구","2726012700","대흥동","2726068000","고산2동","272603146023","대구광역시 수성구 유니버시아드로 140","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004081","와룡문화제","128.0642075","35.00361954","경상남도","사천시","4824033032","용현면","4824033000","용현면","482403334034","경상남도 사천시 용현면 시청로 77","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004082","제12회 사천시농업한마당축제","126.8298216","37.3107415","경기도","안산시 단원구","4127310100","고잔동","4127353500","호수동","412732190001","경기도 안산시 단원구 광덕대로 157","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004083","조선통신사 축제","129.0311369","35.09953937","부산광역시","중구","2611013100","창선동1가","2611057000","광복동","261103125002","부산광역시 중구 창선동1가 광복중앙로 3","2024-07-01","8.0","300","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004084","광복로연등문화제","129.0334032","35.09895705","부산광역시","중구","2611013400","광복동2가","2611057000","광복동","261104175016","부산광역시 중구 광복동2가 광복로77번길 5","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004085","부산자갈치축제","129.0305933","35.0966394","부산광역시","중구","2611013900","남포동4가","2611058000","남포동","261103125013","부산광역시 중구 남포동4가 자갈치해안로 52","2024-07-01","372.0","161","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004086","부산크리스마스트리문화축제","129.0315084","35.0995432","부산광역시","중구","2611013400","광복동2가","2611057000","광복동","261103125002","부산광역시 중구 광복동2가 광복중앙로 2","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004087","세계 민속춤 축제","127.0383942","37.56144175","서울","성동구","1120010700","행당동","1120056000","행당1동","112003103005","서울 성동구 왕십리광장로 17","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004088","태조 이성계 축제","127.049411","37.554368","서울특별시","성동구","1120010600","사근동","1120055000","사근동","112003005011","서울특별시 성동구 왕십리로 222","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004089","응봉산 해맞이축제","127.0296025","37.54811799","서울","성동구","1120010800","응봉동","1120062000","금호4가동","112003005014","서울 성동구 독서당로 362","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004090","의정부음악극축제","127.0341284","37.73338595","경기도","의정부시","4115010100","의정부동","4115052000","의정부2동","411503181037","경기도 의정부시 의정로 1","2024-07-01","83.0","228","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004091","봉화은어축제","128.7378251","36.8888791","경상북도","봉화군","4792025031","봉화읍","4792025000","봉화읍","479204772071","경상북도 봉화군 봉화읍 내성로5길 22-8","2024-07-01","82182.0","5","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004092","봉화송이축제","128.7378251","36.8888791","경상북도","봉화군","4792025031","봉화읍","4792025000","봉화읍","479204772071","경상북도 봉화군 봉화읍 내성로5길 22-8","2024-07-01","2071.0","59","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004093","담양대나무축제","126.9881755","35.32121077","전라남도","담양군","4671025024","담양읍","4671025000","담양읍","467103286019","전라남도 담양군 담양읍 추성로 1371","2024-07-01","466.0","146","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004094","담양산타축제","126.9881755","35.32121077","전라남도","담양군","4671025024","담양읍","4671025000","담양읍","467103286019","전라남도 담양군 담양읍 추성로 1371","2024-07-01","25.0","264","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004095","가로수사랑음악회","126.9840291","35.3161579","전라남도","담양군","4671025023","담양읍","4671025000","담양읍","467104658355","전라남도 담양군 담양읍 지침3길 7-5","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004096","고서포도축제","126.9729391","35.22370105","전라남도","담양군","4671032029","고서면","4671032000","고서면","467103286001","전라남도 담양군 고서면 가사문학로 325","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004097","해운대 북극곰축제","129.1458546","35.15790016","부산광역시","해운대구","2635010500","우동","2635052500","우제3동","263503133043","부산광역시 해운대구 해운대해변로 140","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004098","낙동강유채꽃 축제","128.9845542","35.20984733","부산광역시","강서구","2644010100","대저1동","2644051000","대저1동","264403136003","부산광역시 강서구 공항로 1246","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004099","부산바다축제","129.119989","35.153968","부산광역시","수영구","2650010300","민락동","2650080000","민락동","265003138005","부산광역시 수영구 광안해변로 233","2024-07-01","416108.0","1","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004100","부산국제록페스티벌","128.9733583","35.16833555","부산광역시","사상구","2653010100","삼락동","2653058000","삼락동","265302006002","부산광역시 사상구 낙동대로 1231","2024-07-01","3485.0","42","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004101","부산불꽃축제","129.119989","35.153968","부산광역시","수영구","2650010300","민락동","2650080000","민락동","265003138005","부산광역시 수영구 광안해변로 233","2024-07-01","14554.0","15","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004102","부산항축제","129.0491459","35.11774625","부산광역시","동구","2617010100","초량동","2617053000","초량제3동","261702006001","부산광역시 동구 충장대로 206","2024-07-01","6863.0","25","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004103","광주 남한산성문화제","127.1836325","37.476835","경기도","광주시","4161037021","남한산성면","4161037000","남한산성면","416104433106","경기도 광주시 남한산성면 남한산성로792번길 7","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004104","블랙뮤직페스티벌","127.0341284","37.73338595","경기도","의정부시","4115010100","의정부동","4115052000","의정부2동","411503181037","경기도 의정부시 의정로 1","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004105","광주왕실도자기축제","127.3347877","37.35028421","경기도","광주시","4161025936","곤지암읍","4161025900","곤지암읍","416102012002","경기도 광주시 곤지암읍 경충대로 727","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004106","퇴촌토마토축제","127.3014271","37.47269684","경기도","광주시","4161034026","퇴촌면","4161034000","퇴촌면",,"경기도 광주시 퇴촌면 오리길 104-11","2024-07-01","2050.0","61","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004107","소래포구축제","126.7083559","37.38349123","인천광역시","남동구","2820011100","고잔동","2820071000","논현고잔동","282002008005","인천광역시 남동구 아암대로 1247","2024-07-01","1081.0","86","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004108","고려산진달래축제","126.4353365","37.77370952","인천광역시","강화군","2871037023","하점면","2871037000","하점면","287102157001","인천광역시 강화군 하점면 강화대로 994-19","2024-07-01","26.0","260","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004109","배내골고로쇠축제","128.9860377","35.48686206","경상남도","양산시","4833032026","원동면","4833032000","원동면","483303000108","경상남도 양산시 원동면 배내로 431","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004110","원동청정미나리축제","128.9211173","35.38015379","경상남도","양산시","4833032021","원동면","4833032000","원동면","483303338070","경상남도 양산시 원동면 원동로 1708","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004111","배내골사과축제","128.9860377","35.48686206","경상남도","양산시","4833032026","원동면","4833032000","원동면","483303000108","경상남도 양산시 원동면 배내로 431","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004112","원동매화축제","128.9410364","35.42085217","경상남도","양산시","4833032024","원동면","4833032000","원동면","483303338070","경상남도 양산시 원동면 원동로 2220","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004113","양산웅상회야제","129.1434288","35.37762785","경상남도","양산시","4833011900","평산동","4833056000","평산동","483304814270","경상남도 양산시 배움터길 60-19","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004114","양산삽량문화축전","129.036759","35.33345075","경상남도","양산시","4833010200","남부동","4833051500","양주동","483303338098","경상남도 양산시 중앙로 39-1","2024-07-01","28.0","259","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004115","계룡군문화축제","127.248827","36.274229","충청남도","계룡시","4425010100","금암동","4425051000","금암동","442503256007","충청남도 계룡시 장안로 46","2024-07-01","1553.0","71","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004116","제15회 영등포 여의도 봄꽃축제","126.9165501","37.5310813","서울특별시","영등포구","1156011000","여의도동","1156054000","여의동","115602118002","서울특별시 영등포구 의사당대로 1","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004117","난설헌문화제","128.9092743","37.7919383","강원도","강릉시","4215011200","초당동","4215058000","초당동","511504460243","강원도 강릉시 난설헌로193번길 1-16","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004118","강릉단오제","128.8950714","37.7480352","강원도","강릉시","4215012100","노암동","4215061500","강남동","511504460317","강원도 강릉시 단오장길 12","2024-07-01","2920.0","46","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004119","강릉커피축제","128.8970866","37.77929864","강원도","강릉시","4215011100","포남동","4215057200","포남2동","511504460588","강원도 강릉시 수리골길 102","2024-07-01","1673.0","65","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004120","경산자인단오제","128.8189949","35.81784645","경상북도","경산시","4729033022","자인면","4729033000","자인면","472904739115","경상북도 경산시 자인면 계정길 68","2024-07-01","160.0","193","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004121","경산갓바위소원성취축제","128.7495302","35.98501125","경상북도","경산시","4729031031","와촌면","4729031000","와촌면","472903313002","경상북도 경산시 와촌면 갓바위로 597","2024-07-01","18.0","274","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004122","동래읍성역사축제","129.090544","35.21195234","부산광역시","동래구","2626010700","명륜동","2626054500","명륜동","262603130007","부산광역시 동래구 문화로 80","2024-07-01","281.0","172","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004123","제22회 찰옥수수축제","127.8930626","37.68975727","강원도","홍천군","4272025024","홍천읍","4272025000","홍천읍","517204475304","강원도 홍천군 홍천읍 산림공원1길 29","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004124","제8회의성세계연축제","128.4330374","36.36933577","경상북도","의성군","4773043030","안계면","4773043000","안계면","477303018058","경상북도 의성군 안계면 소보안계로 1910","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004125","제10회 무궁화축제","127.9040277","37.70765301","강원도","홍천군","4272025028","홍천읍","4272025000","홍천읍","517203225052","강원도 홍천군 홍천읍 홍천로 623-10","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004126","제7회 홍천인삼송어축제","127.8785224","37.68773665","강원도","홍천군","4272025023","홍천읍","4272025000","홍천읍","517203225052","강원도 홍천군 홍천읍 홍천로 306-14","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004127","제3회 홍천사과축제","127.8930626","37.68975727","강원도","홍천군","4272025024","홍천읍","4272025000","홍천읍","517204475304","강원도 홍천군 홍천읍 산림공원1길 29","2024-07-01","8.0","300","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004128","제58회 천령문화제","127.7206714","35.52424257","경상남도","함양군","4887025024","함양읍","4887025000","함양읍","488704838452","경상남도 함양군 함양읍 필봉산길 49","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004129","제19회광안리어방축제","129.1185216","35.15377436","부산광역시","수영구","2650010400","광안동","2650077000","광안제2동","265003138005","부산광역시 수영구 광안해변로 219","2024-07-01","741.0","118","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004130","부산 차이나타운특구 문화축제","129.0375502","35.11507608","부산광역시","동구","2617010100","초량동","2617051000","초량제1동","261703006002","부산광역시 동구 초량중로 36","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004131","음성품바축제","127.6806296","36.9308657","충청북도","음성군","4377025021","음성읍","4377025000","음성읍","437703247036","충청북도 음성군 음성읍 예술로 102","2024-07-01","468.0","145","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004132","설성문화제","127.6906949","36.93427623","충청북도","음성군","4377025021","음성읍","4377025000","음성읍","437703247030","충청북도 음성군 음성읍 수정로 38","2024-07-01","13.0","287","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004133","제15회 영양산나물축제","129.1123668","36.66718111","경상북도","영양군","4776025022","영양읍","4776025000","영양읍","477604751036","경상북도 영양군 영양읍 군청길 37","2024-07-01","120.0","214","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004134","화순운주문화축제","126.8767649","34.92032245","전라남도","화순군","4679037029","도암면","4679037000","도암면","467903284067","전라남도 화순군 도암면 천태로 91-44","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004135","백아산 철쭉제","127.1322882","35.1680715","전라남도","화순군","4679039030","북면","4679039000","북면",,"전라남도 화순군 백아면 학천길 26","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004136","화순고인돌문화축제","126.9174738","34.99632962","전라남도","화순군","4679036022","도곡면","4679036000","도곡면",,"전라남도 화순군 도곡면 효자1길 20","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004137","제1회의성슈퍼푸드마늘축제","128.6768191","36.35137471","경상북도","의성군","4773025031","의성읍","4773025000","의성읍","477302018002","경상북도 의성군 의성읍 경북대로 5690","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004138","화순 국화향연","126.9851617","35.05831397","전라남도","화순군","4679025030","화순읍","4679025000","화순읍","467903291032","전라남도 화순군 화순읍 진각로 85","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004139","달배달맞이축제","128.5479825","35.7983798","대구광역시","달서구","2729011600","도원동","2729062800","도원동","272903147029","대구광역시 달서구 월곡로 5","2024-07-01","0.0","311","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
"KC594PO23N000004140","장미꽃 필(feel)무렵","128.5144577","35.85741306","대구광역시","달서구","2729010800","이곡동","2729057600","이곡1동","272903147014","대구광역시 달서구 선원남로 129","2024-07-01","1188.0","83","KC_594_WNTY_FSTV_TRND_MAP_2024","20241231"
