FCLTY_ID,FCLTY_NM,LC_LA,LC_LO,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,SEARCH_MT,SEARCH_CO,RANK_CO,FILE_NM,BASE_DE
"KC594PO23N000000015","2018 계룡산벚꽃축제","127.2509274","36.36030634","충청남도","공주시","4415034033","반포면","4415034000","반포면","441503251009","충청남도 공주시 반포면 동학사1로 167-31","2023-12-01","16.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000016","2018 계룡산산신제","127.177107","36.333638","충청남도","공주시","4415033029","계룡면","4415033000","계룡면","441503251018","충청남도 공주시 계룡면 보목고개로 393","2023-12-01","18.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000017","2018 공주 석장리 세계구석기축제","127.1875895","36.44795221","충청남도","공주시","4415012500","석장리동","4415059000","월송동","441503251008","충청남도 공주시 금벽로 990","2023-12-01","30.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000018","2018 대구약령시한방문화축제","128.593426","35.867194","대구광역시","중구","2711011900","동성로3가","2711057500","성내2동","271102007001","대구광역시 중구 동성로3가 중앙대로 379-2","2023-12-01","60.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000019","2018 무안황토갯벌축제","126.332198","35.103769","전라남도","무안군","4684036021","해제면","4684036000","해제면",,"전라남도 무안군 해제면 용산길 140","2023-12-01","12.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000020","2018 안산 김홍도축제","126.813771","37.32567447","경기도","안산시 단원구","4127310700","초지동","4127357000","초지동","412733191020","경기도 안산시 단원구 동산로 268","2023-12-01","29.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000021","2018 안양 시민축제","126.9613302","37.39013727","경기도","안양시 동안구","4117310300","평촌동","4117357600","평안동","411733183003","경기도 안양시 동안구 관평로 149","2023-12-01","30.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000022","2018 연제고분판타지축제","129.088039","35.183681","부산광역시","연제구","2647010200","연산동","2647068000","연산제4동","264704211174","부산광역시 연제구 묘봉산로9번길 11","2023-12-01","40.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000023","2018 전주비빔밥축제","127.1482821","35.8206764","전라북도","전주시 완산구","4511110700","경원동3가","4511153000","풍남동","521114598413","전라북도 전주시 완산구 경원동3가 현무1길 20","2023-12-01","350.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000024","2018 정선고드름축제","128.6650479","37.37998163","강원도","정선군","4277025021","정선읍","4277025000","정선읍","517703229023","강원도 정선군 정선읍 정선로 1359","2023-12-01","170.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000025","2018 종로한복축제","126.976924","37.572701","서울특별시","종로구","1111011900","세종로","1111053000","사직동",,"서울특별시 종로구 세종로 세종대로 175","2023-12-01","90.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000026","2019 강남페스티벌","127.0591597","37.51182328","서울특별시","강남구","1168010500","삼성동","1168058000","삼성1동","116802122002","서울특별시 강남구 영동대로 513","2023-12-01","130.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000027","2019 계룡산벚꽃축제","127.0591597","37.51182328","서울특별시","강남구","1168010500","삼성동","1168058000","삼성1동","116802122002","서울특별시 강남구 영동대로 513","2023-12-01","16.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000028","2019 계룡산산신제","127.177107","36.333638","충청남도","공주시","4415033029","계룡면","4415033000","계룡면","441503251018","충청남도 공주시 계룡면 보목고개로 393","2023-12-01","18.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000029","2019 고양가을꽃축제","126.7687814","37.65384593","경기도","고양시 일산동구","4128510400","장항동","4128559000","장항2동","412853192096","경기도 고양시 일산동구 호수로 595","2023-12-01","70.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000030","2019 고양국제꽃박람회","126.7687814","37.65384593","경기도","고양시 일산동구","4128510400","장항동","4128559000","장항2동","412853192096","경기도 고양시 일산동구 호수로 595","2023-12-01","820.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000031","2019 고양행주문화제","126.8268514","37.59564085","경기도","고양시 덕양구","4128112600","행주외동","4128163000","행주동","412814376308","경기도 고양시 덕양구 행주로15번길 89","2023-12-01","40.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000032","2019 고양호수예술축제","126.7687814","37.65384593","경기도","고양시 일산동구","4128510400","장항동","4128559000","장항2동","412853192096","경기도 고양시 일산동구 호수로 595","2023-12-01","130.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000033","2019 공주 석장리 구석기축제","126.7687814","37.65384593","경기도","고양시 일산동구","4128510400","장항동","4128559000","장항2동","412853192096","경기도 고양시 일산동구 호수로 595","2023-12-01","15.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000034","2019 곶자왈 반딧불이 축제","126.25912","33.3020203","제주특별자치도","제주시","5011031021","한경면","5011031000","한경면","501103020001","제주특별자치도 제주시 한경면 연명로 346","2023-12-01","11.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000035","2019 군포철쭉축제","126.9225521","37.3548052","경기도","군포시","4141010400","산본동","4141059000","수리동","414103200027","경기도 군포시 수리산로 33","2023-12-01","180.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000036","2019 금정산성축제","129.0635718","35.2453467","부산광역시","금정구","2641011300","금성동","2641070000","금성동","264103135016","부산광역시 금정구 동문로 38","2023-12-01","50.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000037","2019 대구약령시한방문화축제","128.593426","35.867194","대구광역시","중구","2711011900","동성로3가","2711057500","성내2동","271102007001","대구광역시 중구 동성로3가 중앙대로 379-2","2023-12-01","60.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000038","2019 대전 서구힐링 아트페스티벌","127.3833597","36.35505672","대전광역시","서구","3017011200","둔산동","3017063000","둔산1동","301703166021","대전광역시 서구 둔산서로 100","2023-12-01","100.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000039","2019 대한민국 국향대전","126.522623","35.056546","전라남도","함평군","4686025024","함평읍","4686025000","함평읍","468603297002","전라남도 함평군 함평읍 곤재로 27","2023-12-01","60.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000040","2019 보정역생활문화센터 <청춘파티  - 특별프로그램>","127.1081614","37.31629272","경기도","용인시 기흥구","4146311800","보정동","4146359000","보정동","414632012011","경기도 용인시 기흥구 용구대로 2585","2023-12-01","170.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000041","2019 부평풍물대축제","126.7220754","37.49765011","인천광역시","부평구","2823710100","부평동","2823751000","부평1동","282372008008","인천광역시 부평구 부평대로 69","2023-12-01","480.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000042","2019 수원연극축제","126.9850191","37.2667769","경기도","수원시 권선구","4111313100","서둔동","4111356000","서둔동","411133175024","경기도 수원시 권선구 서둔로 166","2023-12-01","130.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000043","2019 순천 푸드앤아트 페스티벌","127.4860721","34.9666776","전라남도","순천시","4615010800","석현동","4615055000","삼산동","461503283038","전라남도 순천시 중앙로 232","2023-12-01","90.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000044","2019 안성맞춤 남사당 바우덕이축제","127.3078041","37.03286724","경기도","안성시","4155031033","보개면","4155031000","보개면","415503208013","경기도 안성시 보개면 남사당로 198","2023-12-01","90.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000045","2019 여주오곡나루축제(취소)","127.6545493","37.30014172","경기도","여주시","4167012000","천송동","4167053000","오학동","416704442277","경기도 여주시 신륵사길 7","2023-12-01","4790.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000046","2019 예천세계활축제","128.451784","36.648225","경상북도","예천군","4790025025","예천읍","4790025000","예천읍","479003307052","경상북도 예천군 예천읍 충효로 234-19","2023-12-01","15.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000047","2019 정읍벚꽃축제","126.8557305","35.561248","전라북도","정읍시","4518010400","시기동","4518054500","시기동","521803270055","전라북도 정읍시 벚꽃로 401","2023-12-01","19.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000048","2019 제8회 서울동화축제","127.078677","37.549278","서울특별시","광진구","1121510200","능동","1121578000","능동","112153104007","서울특별시 광진구 능동로 216","2023-12-01","30.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000049","2019 제주들불축제","126.3633602","33.3628158","제주특별자치도","제주시","5011025339","애월읍","5011025300","애월읍","501103349240","제주특별자치도 제주시 애월읍 평화로 1529","2023-12-01","950.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000050","2019 제주왕벚꽃축제","126.519961","33.504405","제주특별자치도","제주시","5011010600","삼도이동","5011056000","삼도2동","501103349092","제주특별자치도 제주시 서사로 87","2023-12-01","80.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000051","2019 중딩영화제","126.8623375","35.12381317","광주광역시","서구","2914013000","금호동","2914082400","금호2동","291403000074","광주광역시 서구 회재로 905","2023-12-01","270.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000052","2019 진안홍삼축제","127.4162556","35.773251","전라북도","진안군","4572025023","진안읍","4572025000","진안읍","527203274014","전라북도 진안군 진안읍 마이산로 160","2023-12-01","360.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000053","2019겨울공주군밤축제","127.124038","36.43336915","충청남도","공주시","4415011000","금학동","4415055000","금학동","441504553692","충청남도 공주시 수원지공원길 74","2023-12-01","2280.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000054","2019년 울산 마두희 축제","129.324233","35.55579158","울산광역시","중구","3111010500","옥교동","3111058500","중앙동","311103169023","울산광역시 중구 학성로 124","2023-12-01","20.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000055","2019년 제15회 해운대모래축제","129.1577913","35.1583123","부산광역시","해운대구","2635010500","우동","2635051000","우제1동","263503133043","부산광역시 해운대구 해운대해변로 236","2023-12-01","500.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000056","2019청도반시축제","128.7193929","35.6504035","경상북도","청도군","4782025025","화양읍","4782025000","화양읍","478203319009","경상북도 청도군 화양읍 청려로 1844-1","2023-12-01","120.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000057","2019청도세계코미디아트페스티벌","128.7193929","35.6504035","경상북도","청도군","4782025025","화양읍","4782025000","화양읍","478203319009","경상북도 청도군 화양읍 청려로 1844-1","2023-12-01","20.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000058","2019청도소싸움축제","128.7251463","35.68673395","경상북도","청도군","4782025033","화양읍","4782025000","화양읍","478203313078","경상북도 청도군 화양읍 남성현로 348","2023-12-01","120.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000059","4.19혁명 국민문화제 2019","127.0254518","37.63918553","서울특별시","강북구","1130510300","수유동","1130563500","수유3동","113054124142","서울특별시 강북구 도봉로89길 13","2023-12-01","23.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000060","「제34회 대구약령시 한방문화축제」","128.593426","35.867194","대구광역시","중구","2711011900","동성로3가","2711057500","성내2동","271102007001","대구광역시 중구 동성로3가 중앙대로 379-2","2023-12-01","60.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000061","「제35회 대구약령시 한방문화축제」","128.593426","35.867194","대구광역시","중구","2711011900","동성로3가","2711057500","성내2동","271102007001","대구광역시 중구 동성로3가 중앙대로 379-2","2023-12-01","60.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000062","「제36회 대구약령시 한방문화축제」","128.593426","35.867194","대구광역시","중구","2711011900","동성로3가","2711057500","성내2동","271102007001","대구광역시 중구 동성로3가 중앙대로 379-2","2023-12-01","60.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000063","「제37회 대구약령시 한방문화축제」","128.593426","35.867194","대구광역시","중구","2711011900","동성로3가","2711057500","성내2동","271102007001","대구광역시 중구 동성로3가 중앙대로 379-2","2023-12-01","60.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000064","가야문화축제","128.8730826","35.23606039","경상남도","김해시","4825010500","대성동","4825055000","북부동","482504805052","경상남도 김해시 가야의길 126","2023-12-01","280.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000065","가파도청보리축제","126.2689384","33.16623426","제주특별자치도","서귀포시","5013025026","대정읍","5013025000","대정읍","501303350007","제주특별자치도 서귀포시 대정읍 가파로 2","2023-12-01","660.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000066","간재미 축제","125.9534187","34.70361517","전라남도","신안군","4691035025","도초면","4691035000","도초면","469103302003","전라남도 신안군 도초면 서남문로 1515-22","2023-12-01","11.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000067","간절곶해맞이","129.360401","35.358942","울산광역시","울주군","3171031025","서생면","3171031000","서생면","317104319012","울산광역시 울주군 서생면 간절곶1길 39-2","2023-12-01","1430.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000068","감천문화마을 골목축제","129.0075299","35.0956104","부산광역시","사하구","2638010800","감천동","2638063000","감천제2동","263804202002","부산광역시 사하구 감내1로155번길 60","2023-12-01","70.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000069","강감찬축제","126.9515032","37.47820977","서울특별시","관악구","1162010100","봉천동","1162059500","청룡동","116203120001","서울특별시 관악구 관악로 145","2023-12-01","160.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000070","강경젓갈축제","127.0098062","36.15755616","충청남도","논산시","4423025030","강경읍","4423025000","강경읍","442303251043","충청남도 논산시 강경읍 금백로 45","2023-12-01","980.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000071","강동선사문화축제","127.1308316","37.55985381","서울특별시","강동구","1174010700","암사동","1174058000","암사제2동","117403123023","서울특별시 강동구 올림픽로 875","2023-12-01","130.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000072","강릉단오제","128.8950714","37.7480352","강원도","강릉시","4215012100","노암동","4215061500","강남동","511504460317","강원도 강릉시 단오장길 12","2023-12-01","2990.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000073","강릉커피축제","128.8970866","37.77929864","강원도","강릉시","4215011100","포남동","4215057200","포남2동","511504460588","강원도 강릉시 수리골길 102","2023-12-01","1210.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000074","개천예술제","128.073824","35.188477","경상남도","진주시","4817010800","인사동","4817055500","성북동","481704796748","경상남도 진주시 서장대로393번길 11-4","2023-12-01","260.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000075","거제 섬꽃축제","128.5787747","34.85638337","경상남도","거제시","4831034026","거제면","4831034000","거제면","483103337003","경상남도 거제시 거제면 거제남서로 3577","2023-12-01","240.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000076","거제 옥포대첩 축제","128.7148424","34.90041459","경상남도","거제시","4831010600","옥포동","4831056000","옥포2동","483104811698","경상남도 거제시 팔랑포2길 87","2023-12-01","20.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000077","거제맥주축제","128.7260518","34.8668841","경상남도","거제시","4831010200","장승포동","4831051000","장승포동","483103337039","경상남도 거제시 장승로 146-13","2023-12-01","20.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000078","거창크리스마스트리문화축제","127.9095338","35.68667718","경상남도","거창군","4888025021","거창읍","4888025000","거창읍","488803347018","경상남도 거창군 거창읍 중앙로 103","2023-12-01","990.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000079","거창한마당대축제","127.9102812","35.67350615","경상남도","거창군","4888025025","거창읍","4888025000","거창읍","488803346035","경상남도 거창군 거창읍 수남로 2181","2023-12-01","20.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000080","겨울왕국 제천페스티벌","128.2168544","37.14868519","충청북도","제천시","4315011300","청전동","4315059000","청전동","431502239002","충청북도 제천시 의림대로 242","2023-12-01","180.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000081","경산갓바위소원성취축제","128.7495302","35.98501125","경상북도","경산시","4729031031","와촌면","4729031000","와촌면","472903313002","경상북도 경산시 와촌면 갓바위로 597","2023-12-01","40.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000082","경산자인단오제","128.8189949","35.81784645","경상북도","경산시","4729033022","자인면","4729033000","자인면","472904739115","경상북도 경산시 자인면 계정길 68","2023-12-01","130.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000083","계룡군문화축제","127.248827","36.274229","충청남도","계룡시","4425010100","금암동","4425051000","금암동","442503256007","충청남도 계룡시 장안로 46","2023-12-01","590.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000084","계룡산벚꽃축제","127.2508648","36.3602583","충청남도","공주시","4415034033","반포면","4415034000","반포면","441503251009","충청남도 공주시 반포면 동학사1로 167-31","2023-12-01","16.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000085","계룡산산신제","127.177107","36.333638","충청남도","공주시","4415033029","계룡면","4415033000","계룡면","441503251018","충청남도 공주시 계룡면 보목고개로 393","2023-12-01","18.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000086","고려산진달래축제","126.4353365","37.77370952","인천광역시","강화군","2871037023","하점면","2871037000","하점면","287102157001","인천광역시 강화군 하점면 강화대로 994-19","2023-12-01","120.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000087","고로쇠축제","126.883232","35.440252","전라남도","장성군","4688040025","북하면","4688040000","북하면","468803299016","전라남도 장성군 북하면 백양로 1239","2023-12-01","39.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000088","고스트파크","128.0728984","35.54877253","경상남도","합천군","4889046037","용주면","4889046000","용주면","488903348035","경상남도 합천군 용주면 합천호수로 757","2023-12-01","140.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000089","고창갯벌축제","126.5150432","35.53007446","전라북도","고창군","4579039024","심원면","4579039000","심원면","527903279044","전라북도 고창군 심원면 애향갯벌로 320","2023-12-01","60.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000090","고창모양성제","126.7066502","35.43534518","전라북도","고창군","4579025022","고창읍","4579025000","고창읍","527903279077","전라북도 고창군 고창읍 중앙로 292","2023-12-01","130.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000091","고창복분자와수박축제","126.578159","35.49723407","전라북도","고창군","4579032036","아산면","4579032000","아산면","527903279036","전라북도 고창군 아산면 선운사로 250","2023-12-01","30.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000092","고창청보리밭축제","126.543619","35.37610584","전라북도","고창군","4579034028","공음면","4579034000","공음면","527904637891","전라북도 고창군 공음면 학원농장길 158-6","2023-12-01","420.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000093","고창해풍고추축제","126.5377985","35.46113146","전라북도","고창군","4579036021","해리면","4579036000","해리면","527904637840","전라북도 고창군 해리면 청해1길 15","2023-12-01","30.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000094","고흥 우주항공 축제","127.5181513","34.45357943","전라남도","고흥군","4677036023","봉래면","4677036000","봉래면","467703289032","전라남도 고흥군 봉래면 하반로 490","2023-12-01","60.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000095","곡성세계장미축제","127.3074651","35.2780945","전라남도","곡성군","4672031021","오곡면","4672031000","오곡면","467203287005","전라남도 곡성군 오곡면 기차마을로 232","2023-12-01","180.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000096","곡성심청축제","127.307299","35.2768226","전라남도","곡성군","4672031028","오곡면","4672031007","오곡면","467203287005","전라남도 곡성군 오곡면 기차마을로 240","2023-12-01","13.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000097","곰소젓갈발효축제","126.6127003","35.5875126","전라북도","부안군","4580037030","진서면","4580037006","진서면",,"전북특별자치도 부안군 진서면 곰소7길 16","2023-12-01","14.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000098","곰취축제","127.981517","38.1063244","강원도","양구군","4280025021","양구읍","4280025000","양구읍","518003232006","강원도 양구군 양구읍 박수근로 366-33","2023-12-01","15.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000099","공주 석장리 구석기축제","127.1875895","36.44795221","충청남도","공주시","4415012504","석장리동","4415059004","월송동",,"충청남도 공주시 금벽로 990","2023-12-01","15.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000100","공주 석장리 세계구석기축제","127.1875895","36.44795221","충청남도","공주시","4415012500","석장리동","4415059000","월송동","441503251008","충청남도 공주시 금벽로 990","2023-12-01","30.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000101","광양매화축제","127.6959675","34.94063056","전라남도","광양시","4623010600","중동","4623053000","중마동","462303285059","전라남도 광양시 시청로 33","2023-12-01","2490.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
"KC594PO23N000000102","광양숯불구이축제","127.5810489","34.9733415","전라남도","광양시","4623025023","광양읍","4623025000","광양읍","462304655072","전라남도 광양시 광양읍 남등길 6","2023-12-01","50.0","1","KC_594_WNTY_FSTV_TRND_MAP_2023","20231231"
